timestamp,CPU_0(group_0),CPU_64(group_0),CPU_2(group_0),CPU_66(group_0),CPU_4(group_0),CPU_68(group_0),CPU_6(group_0),CPU_70(group_0),CPU_8(group_0),CPU_72(group_0),CPU_10(group_0),CPU_74(group_0),CPU_12(group_0),CPU_76(group_0),CPU_14(group_0),CPU_78(group_0),CPU_16(group_0),CPU_80(group_0),CPU_18(group_0),CPU_82(group_0),CPU_20(group_0),CPU_84(group_0)
1770631433.0688612,35.0,36.6,45.1,37.0,38.0,33.7,25.7,35.9,56.9,40.0,34.3,36.5,45.5,36.4,29.4,39.2,44.6,37.6,37.6,35.3,32.0,41.0
1770631434.0689511,38.6,42.2,43.6,37.9,39.6,42.6,35.3,45.1,42.0,40.2,37.0,39.4,39.8,49.0,44.1,42.0,48.5,29.7,34.7,39.0,47.6,43.1
1770631435.0690365,33.7,36.3,30.7,30.7,49.0,41.0,25.5,40.0,35.3,35.0,30.7,35.9,32.7,47.1,40.6,35.3,34.0,32.0,38.6,31.7,50.5,37.6
1770631436.0691028,46.5,38.0,40.0,34.3,36.6,51.0,36.3,44.0,35.0,46.5,36.3,35.0,42.6,49.5,34.7,47.5,36.5,30.0,44.6,28.4,37.6,48.5
1770631437.0697606,42.0,50.0,51.5,39.0,48.0,48.5,45.5,53.9,43.1,44.7,44.1,39.2,46.5,43.0,41.2,40.6,45.6,41.2,37.3,42.6,43.0,48.0
1770631438.069859,38.6,39.2,47.1,43.6,47.6,44.7,36.6,40.2,48.0,40.0,41.0,40.6,35.6,34.3,43.6,43.7,56.9,44.6,30.7,45.1,40.8,36.6
1770631439.0699422,37.0,50.0,36.6,46.1,41.6,45.5,42.6,40.2,35.3,45.5,43.7,37.3,53.9,42.7,46.1,49.0,52.5,47.5,41.3,51.0,41.6,42.2
1770631440.0700178,32.3,41.6,47.0,38.6,42.6,32.4,44.1,37.3,39.0,40.0,41.0,36.6,44.1,46.5,40.2,45.1,42.2,46.1,45.5,41.2,36.6,38.2
1770631441.0700986,41.4,41.6,45.1,39.2,41.0,36.6,41.6,37.6,43.1,44.1,31.1,41.2,39.8,42.2,34.7,37.5,38.2,41.6,46.1,33.7,37.4,35.6
1770631442.07017,44.0,41.0,49.0,41.8,30.7,42.7,35.0,39.8,39.6,33.3,47.0,38.6,42.6,34.0,47.1,36.0,36.6,38.2,35.6,42.6,37.0,36.6
1770631443.0702682,42.6,33.3,52.9,33.0,39.6,33.3,39.6,33.3,37.3,32.7,38.2,33.7,40.6,31.4,39.6,32.4,41.2,27.5,33.3,42.7,35.3,43.1
1770631444.070338,36.9,42.2,49.5,37.3,46.6,29.7,35.3,32.7,42.2,38.8,39.6,27.5,51.4,34.7,34.3,31.7,46.0,33.3,32.0,36.6,30.1,36.5
1770631445.0706546,40.0,45.1,37.6,30.0,33.0,32.7,36.6,27.7,30.7,33.3,37.3,38.6,49.0,32.7,35.9,36.3,31.4,30.4,39.8,26.7,43.7,40.2
1770631446.0707343,52.0,38.6,47.0,44.7,47.1,47.6,45.0,52.9,44.0,54.5,39.0,47.1,47.5,47.0,40.4,42.2,45.1,43.6,48.0,41.6,48.5,47.0
1770631447.0715594,42.2,37.9,31.4,41.0,36.6,42.4,27.5,55.4,42.2,38.5,42.6,46.1,34.0,44.1,34.3,39.4,32.4,44.1,34.7,52.0,43.7,43.1
1770631448.0719306,47.5,60.4,50.0,46.1,35.0,51.5,46.0,42.0,41.2,51.0,44.6,44.7,35.3,56.0,41.0,40.6,35.6,41.0,50.0,48.0,41.0,40.2
1770631449.0720026,41.8,51.0,40.2,50.0,34.3,43.7,40.0,30.4,35.6,38.6,38.8,39.0,32.0,35.9,34.3,37.6,32.7,43.7,49.0,42.2,32.7,46.5
1770631450.0720835,46.6,35.6,43.1,36.3,36.9,45.5,39.8,41.6,38.8,40.6,35.6,35.6,36.6,36.0,42.7,43.0,35.9,36.3,43.1,36.3,43.7,33.7
1770631451.0730245,53.5,43.6,40.0,42.2,47.5,44.7,43.0,43.7,45.6,41.2,36.3,38.2,44.6,36.3,41.6,45.5,31.0,43.6,41.2,40.0,39.2,37.6
1770631452.073117,47.0,35.6,35.6,49.5,38.6,44.0,37.3,32.0,36.4,57.4,37.0,42.6,38.6,28.7,40.2,43.7,35.6,38.2,38.6,40.6,30.7,36.6
1770631453.0732036,47.5,39.2,46.0,42.2,44.1,52.9,39.6,39.4,40.8,50.0,40.6,39.6,46.5,38.2,49.5,42.0,42.2,36.3,42.0,37.6,44.6,43.3
1770631454.0732992,47.0,45.0,44.0,44.0,53.5,46.5,52.9,45.0,44.6,49.0,34.7,50.0,37.4,52.5,38.6,51.5,49.5,43.0,43.1,56.4,49.0,41.0
1770631455.0733714,55.4,44.6,41.0,51.5,47.0,40.2,51.5,43.7,54.0,45.5,49.5,46.1,54.4,54.0,49.5,52.9,52.0,47.1,53.0,43.1,49.5,41.6
1770631456.0734537,54.5,44.7,45.5,49.0,43.6,41.0,47.0,48.0,43.6,51.0,47.1,50.0,60.8,47.5,48.0,58.8,49.5,52.9,47.1,46.0,47.5,48.5
1770631457.07352,46.0,43.0,47.5,38.2,52.0,47.1,45.5,45.1,50.0,40.0,41.0,47.5,43.6,48.0,45.5,51.0,50.0,44.6,50.5,43.1,44.6,49.5
1770631458.0746508,44.0,39.6,40.6,49.0,52.0,48.5,39.0,42.6,43.6,43.7,38.2,56.7,46.1,45.1,44.0,49.0,37.3,36.6,38.8,36.6,46.5,44.1
1770631459.07474,39.4,47.0,43.6,54.4,41.0,48.1,44.1,45.9,49.0,44.4,42.0,57.4,50.5,50.5,46.6,51.0,41.4,52.0,50.5,40.0,47.5,48.5
1770631460.074853,50.5,49.5,64.4,43.0,52.0,50.0,51.5,59.8,55.0,42.2,52.4,53.0,49.5,53.0,55.4,50.5,44.6,56.0,52.5,50.0,50.5,55.4
1770631461.0749402,29.3,28.2,14.7,18.4,32.4,18.8,38.6,15.7,26.5,22.5,27.7,36.3,20.8,34.7,28.7,42.2,25.5,27.0,14.7,26.2,28.2,27.7
1770631462.0750353,18.6,19.8,11.9,14.9,35.6,12.7,37.9,9.0,21.2,13.9,23.5,28.4,15.7,25.7,24.5,36.3,22.5,29.4,17.6,21.8,25.0,24.8
1770631463.0751164,11.0,11.8,7.0,19.8,22.8,28.7,38.6,11.8,15.8,12.9,25.0,25.7,13.9,24.5,23.8,30.0,15.7,24.8,14.0,17.6,22.8,25.0
1770631464.0752032,11.0,14.0,10.8,15.8,37.3,26.7,21.8,8.8,9.8,14.9,30.0,12.7,27.0,24.5,24.8,13.9,16.8,12.1,13.6,16.8,17.0,25.0
1770631465.0752783,7.1,27.5,5.1,13.9,26.0,23.0,13.0,7.9,6.0,13.9,19.6,14.9,28.7,6.9,12.0,22.0,11.0,12.9,12.9,22.8,7.8,24.0
1770631466.0753636,7.1,28.7,7.9,11.9,13.9,23.5,11.0,7.0,10.9,13.9,11.9,7.0,24.0,7.0,5.9,7.9,7.8,14.9,10.0,28.7,7.9,22.0
1770631467.0754538,7.0,28.4,10.0,10.9,14.9,22.8,5.9,5.9,7.0,11.9,12.9,5.9,24.3,6.9,5.9,5.9,5.0,13.0,7.8,30.0,5.1,22.8
1770631468.075528,7.1,26.7,6.9,8.8,11.0,23.5,11.9,7.9,9.9,8.0,9.9,6.9,23.0,6.0,6.0,6.0,6.0,9.8,9.0,18.8,5.9,16.0
1770631469.075615,5.1,21.8,5.0,8.0,5.0,21.0,20.4,6.0,4.0,3.0,5.0,7.9,22.5,5.0,12.9,5.9,4.0,4.0,4.0,4.0,3.0,4.0
1770631470.0756848,5.0,23.8,3.0,10.0,4.0,9.9,9.9,14.0,3.0,3.0,4.0,5.0,23.0,6.0,10.8,4.0,5.0,5.9,3.0,5.0,4.0,4.0
1770631471.0757725,6.0,17.8,3.0,5.9,3.0,4.0,7.9,16.0,4.0,4.0,4.0,5.0,22.8,4.0,7.0,4.9,4.0,5.0,4.0,4.0,3.0,3.0
1770631472.0758626,2.0,2.0,2.0,2.0,2.0,2.0,19.2,2.0,3.9,5.9,5.0,3.0,24.8,2.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0
1770631473.075948,3.0,3.9,2.0,2.0,3.0,3.0,2.0,4.0,2.0,2.0,2.0,2.0,8.9,3.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0
1770631474.0760157,4.0,2.0,3.0,3.0,3.0,4.9,2.0,3.0,2.0,2.0,2.0,2.0,4.0,4.0,3.0,3.0,4.0,2.0,3.0,3.0,2.0,2.0
1770631475.0760906,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.9,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0
1770631476.0761535,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0
1770631477.076228,1.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0
1770631478.076301,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0
1770631479.0763578,1.0,1.0,1.0,0.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0
1770631480.076443,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
